WONum,TYPEID,woStatus,BOMITEMPART,PARTDESCRIPTION,BOMITEMDESCRIPTION,WOITEMQTY,WOITEMTOTAL,ITEMNAME,qtyOrdered,dateScheduledFulfillment,invQTY,CSTMFLD,BOMITEMID,
22-0215:008,10,Entered,DZ1370-72.00,HANDRAIL WITH EXTENSION 72.00L,HANDRAIL WITH EXTENSION 72.00L,1.0000000000000,2.000000000,HANDRAIL WITH EXTENSION 72.00L,2,2022-07-08 08:40:41.0,2.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49072,
22-0216-1:002,10,Entered,DZ1370-72.00,HANDRAIL WITH EXTENSION 72.00L,HANDRAIL WITH EXTENSION 72.00L,1.0000000000000,2.000000000,HANDRAIL WITH EXTENSION 72.00L,2,2022-07-06 13:56:15.0,2.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49325,
22-0215:047,10,Entered,DZ1367,PLATE 0.25 x 3.0 x 24.0,Create DZ1367,1.0000000000000,1.000000000,Create DZ1367,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-300-02400""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49187,
22-0215:072,10,Entered,DZ1367,PLATE 0.25 x 3.0 x 24.0,Create DZ1367,1.0000000000000,1.000000000,Create DZ1367,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-300-02400""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49259,
22-0216-1:086,10,Entered,DZ1367,PLATE 0.25 x 3.0 x 24.0,Create DZ1367,1.0000000000000,1.000000000,Create DZ1367,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-300-02400""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49579,
22-0216-1:108,10,Entered,DZ1367,PLATE 0.25 x 3.0 x 24.0,Create DZ1367,1.0000000000000,1.000000000,Create DZ1367,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-300-02400""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49643,
22-0215:081,10,Entered,DZ1353,CHANNEL 3.0 x 6.0 x 32.5,Create DZ1353,1.0000000000000,2.000000000,Create DZ1353,2,2022-07-08 08:40:41.0,2.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-CH-A36-3X6-03250""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49288,
22-0216-1:120,10,Entered,DZ1353,CHANNEL 3.0 x 6.0 x 32.5,Create DZ1353,1.0000000000000,2.000000000,Create DZ1353,2,2022-07-06 13:56:15.0,2.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-CH-A36-3X6-03250""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49680,
22-0215:005,10,Entered,DZ1352,EOD HANDLE HOLDER WELDMENT,EOD HANDLE HOLDER WELDMENT,1.0000000000000,1.000000000,EOD HANDLE HOLDER WELDMENT,1,2022-07-08 08:40:41.0,1.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49064,
22-0216-1:011,10,Entered,DZ1352,EOD HANDLE HOLDER WELDMENT,EOD HANDLE HOLDER WELDMENT,1.0000000000000,1.000000000,EOD HANDLE HOLDER WELDMENT,1,2022-07-06 13:56:15.0,1.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49350,
22-0215:082,10,Entered,DZ1351,PLATE 0.19 x 5.0 x 10.81,Create DZ1351,1.0000000000000,1.000000000,Create DZ1351,1,2022-07-08 08:40:41.0,1.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A1011-G10-01081-0500""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49291,
22-0216-1:121,10,Entered,DZ1351,PLATE 0.19 x 5.0 x 10.81,Create DZ1351,1.0000000000000,1.000000000,Create DZ1351,1,2022-07-06 13:56:15.0,1.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A1011-G10-01081-0500""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49683,
22-0216-1:015,10,Entered,DZ1299-R,IMPACTABLE BASE PLATE WELDMENT RIGHT,IMPACTABLE BASE PLATE WELDMENT RIGHT,1.0000000000000,1.000000000,IMPACTABLE BASE PLATE WELDMENT RIGHT,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49364,
22-0216-1:019,10,Entered,DZ1299-L,IMPACTABLE BASE PLATE WELDMENT LEFT,IMPACTABLE BASE PLATE WELDMENT LEFT,1.0000000000000,1.000000000,IMPACTABLE BASE PLATE WELDMENT LEFT,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49376,
22-0216-1:018,10,Entered,DZ1297,ROUND 1.63 x 6.5,Create DZ1297,1.0000000000000,1.000000000,Create DZ1297,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-C1018-163-00650""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49372,
22-0216-1:022,10,Entered,DZ1297,ROUND 1.63 x 6.5,Create DZ1297,1.0000000000000,1.000000000,Create DZ1297,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-C1018-163-00650""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49384,
22-0216-1:017,10,Entered,DZ1296,PLATE 0.5 x 3.0 x 14.0,Create DZ1296,1.0000000000000,2.000000000,Create DZ1296,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-050-01400-0300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49369,
22-0216-1:021,10,Entered,DZ1296,PLATE 0.5 x 3.0 x 14.0,Create DZ1296,1.0000000000000,2.000000000,Create DZ1296,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-050-01400-0300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49381,
22-0216-1:016,10,Entered,DZ1295,PLATE 0.38 x 11.0 x 24.0,Create DZ1295,1.0000000000000,1.000000000,Create DZ1295,1,2022-07-06 13:56:15.0,5.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-038-02400-1100""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49366,
22-0216-1:020,10,Entered,DZ1295,PLATE 0.38 x 11.0 x 24.0,Create DZ1295,1.0000000000000,1.000000000,Create DZ1295,1,2022-07-06 13:56:15.0,5.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-038-02400-1100""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49378,
22-0215:023,10,Entered,DZ1294,PLATE 0.5 x 8.19 x 12.31,Create DZ1294,1.0000000000000,4.000000000,Create DZ1294,4,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-050-01231-0819""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49116,
22-0215:083,10,Entered,DZ1282,PLATE 0.38 x 2.5 x 5.34,Create DZ1282,1.0000000000000,2.000000000,Create DZ1282,2,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-038-00534-0250""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49295,
22-0215:003,10,Entered,DZ1280P-11.25,ROUND 1.0 x 11.25,Create DZ1280P-11.25,1.0000000000000,2.000000000,Create DZ1280P-11.25,2,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-C1045-100-01125""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49056,
22-0215:002,10,Entered,DZ1280-11.25,WHEEL PIN 11.25inL ZINC PLATED,WHEEL PIN 11.25inL ZINC PLATED,1.0000000000000,2.000000000,WHEEL PIN 11.25inL ZINC PLATED,2,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49053,
22-0215:078,10,Entered,DZ1266-65,SBG 0.25 x 2.0 x 31.0 x 65.0,Create DZ1266-65,1.0000000000000,3.000000000,Create DZ1266-65,3,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-19W4-S-025-200-3100-06500""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49277,
22-0216-1:117,10,Entered,DZ1266-65,SBG 0.25 x 2.0 x 31.0 x 65.0,Create DZ1266-65,1.0000000000000,3.000000000,Create DZ1266-65,3,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-19W4-S-025-200-3100-06500""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49669,
22-0215:077,10,Entered,DZ1266-299,SBG 0.25 x 2.0 x 31.0 x 299.0,Create DZ1266-299,1.0000000000000,3.000000000,Create DZ1266-299,3,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-19W4-S-025-200-3100-29900""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49274,
22-0216-1:116,10,Entered,DZ1266-299,SBG 0.25 x 2.0 x 31.0 x 299.0,Create DZ1266-299,1.0000000000000,3.000000000,Create DZ1266-299,3,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-19W4-S-025-200-3100-29900""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49666,
22-0216-1:043,10,Entered,DZ1244,ROUND 0.25 x 3.0,Create DZ1244,1.0000000000000,1.000000000,Create DZ1244,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-A36-025-00300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49441,
22-0216-1:062,10,Entered,DZ1244,ROUND 0.25 x 3.0,Create DZ1244,1.0000000000000,1.000000000,Create DZ1244,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-A36-025-00300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49501,
22-0215:046,10,Entered,DZ1243,PLATE 0.25 x 3.0 x 4.0,Create DZ1243,1.0000000000000,1.000000000,Create DZ1243,1,2022-07-08 08:40:41.0,2.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-300-00400""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49184,
22-0215:071,10,Entered,DZ1243,PLATE 0.25 x 3.0 x 4.0,Create DZ1243,1.0000000000000,1.000000000,Create DZ1243,1,2022-07-08 08:40:41.0,2.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-300-00400""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49256,
22-0216-1:042,10,Entered,DZ1243,PLATE 0.25 x 3.0 x 4.0,Create DZ1243,1.0000000000000,3.000000000,Create DZ1243,3,2022-07-06 13:56:15.0,2.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-300-00400""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49438,
22-0216-1:061,10,Entered,DZ1243,PLATE 0.25 x 3.0 x 4.0,Create DZ1243,1.0000000000000,3.000000000,Create DZ1243,3,2022-07-06 13:56:15.0,2.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-300-00400""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49498,
22-0216-1:085,10,Entered,DZ1243,PLATE 0.25 x 3.0 x 4.0,Create DZ1243,1.0000000000000,1.000000000,Create DZ1243,1,2022-07-06 13:56:15.0,2.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-300-00400""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49576,
22-0216-1:107,10,Entered,DZ1243,PLATE 0.25 x 3.0 x 4.0,Create DZ1243,1.0000000000000,1.000000000,Create DZ1243,1,2022-07-06 13:56:15.0,2.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-300-00400""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49640,
22-0215:058,10,Entered,DZ1242,PLATE 0.25 x 4.25 x 5.38,Create DZ1242,1.0000000000000,2.000000000,Create DZ1242,2,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-025-00538-0425""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49217,
22-0215:056,10,Entered,DZ1241,PLATE 0.5 x 13.44 x 19.75,Create DZ1241,1.0000000000000,4.000000000,Create DZ1241,4,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-050-01975-1344""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49211,
22-0215:054,10,Entered,DZ1240-96W32,WHEEL BEAM WELDMENT 96 WIDE 32K,WHEEL BEAM WELDMENT 96 WIDE 32K,1.0000000000000,1.000000000,WHEEL BEAM WELDMENT 96 WIDE 32K,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49206,
22-0215:049,10,Entered,DZ1239-96W32,SPRING BEAM WELDMENT 96 WIDE 32K,SPRING BEAM WELDMENT 96 WIDE 32K,1.0000000000000,1.000000000,SPRING BEAM WELDMENT 96 WIDE 32K,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49192,
22-0216-1:044,10,Entered,DZ1237,ROUND 1.25 x 7.0,Create DZ1237,1.0000000000000,2.000000000,Create DZ1237,2,2022-07-06 13:56:15.0,112.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-A311B-125-00700""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49444,
22-0216-1:063,10,Entered,DZ1237,ROUND 1.25 x 7.0,Create DZ1237,1.0000000000000,2.000000000,Create DZ1237,2,2022-07-06 13:56:15.0,112.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-A311B-125-00700""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49504,
22-0216-1:040,10,Entered,DZ1235,PLATE 0.25 x 4.25 x 26.75,Create DZ1235,1.0000000000000,2.000000000,Create DZ1235,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-025-02675-0425""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49432,
22-0216-1:059,10,Entered,DZ1235,PLATE 0.25 x 4.25 x 26.75,Create DZ1235,1.0000000000000,2.000000000,Create DZ1235,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-025-02675-0425""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49492,
22-0216-1:037,10,Entered,DZ1234,OUTER LEG PIN SUPPORT WELDMENT,OUTER LEG PIN SUPPORT WELDMENT,1.0000000000000,2.000000000,OUTER LEG PIN SUPPORT WELDMENT,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49424,
22-0216-1:056,10,Entered,DZ1234,OUTER LEG PIN SUPPORT WELDMENT,OUTER LEG PIN SUPPORT WELDMENT,1.0000000000000,2.000000000,OUTER LEG PIN SUPPORT WELDMENT,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49484,
22-0216-1:038,10,Entered,DZ1233,PLATE 0.25 x 7.25 x 26.75,Create DZ1233,1.0000000000000,2.000000000,Create DZ1233,2,2022-07-06 13:56:15.0,4.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-025-02675-0725""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49426,
22-0216-1:057,10,Entered,DZ1233,PLATE 0.25 x 7.25 x 26.75,Create DZ1233,1.0000000000000,2.000000000,Create DZ1233,2,2022-07-06 13:56:15.0,4.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-025-02675-0725""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49486,
22-0216-1:034,10,Entered,DZ1232,TUBE 7GA x 6.0 x 4.0 x 25.25,Create DZ1232,1.0000000000000,1.000000000,Create DZ1232,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A500B-G7-600-400-02525""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49416,
22-0216-1:053,10,Entered,DZ1232,TUBE 7GA x 6.0 x 4.0 x 25.25,Create DZ1232,1.0000000000000,1.000000000,Create DZ1232,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A500B-G7-600-400-02525""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49476,
22-0216-1:028,10,Entered,DZ1231,PLATE 0.63 x 5.38 x 8.0,Create DZ1231,1.0000000000000,1.000000000,Create DZ1231,1,2022-07-06 13:56:15.0,1.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-063-00800-0538""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49400,
22-0216-1:047,10,Entered,DZ1231,PLATE 0.63 x 5.38 x 8.0,Create DZ1231,1.0000000000000,1.000000000,Create DZ1231,1,2022-07-06 13:56:15.0,1.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-063-00800-0538""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49460,
22-0216-1:041,10,Entered,DZ1230,PLATE 0.25 x 0.75 x 9.39,Create DZ1230,1.0000000000000,2.000000000,Create DZ1230,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-075-00939""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49435,
22-0216-1:060,10,Entered,DZ1230,PLATE 0.25 x 0.75 x 9.39,Create DZ1230,1.0000000000000,2.000000000,Create DZ1230,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-075-00939""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49495,
22-0216-1:039,10,Entered,DZ1226,PLATE 0.5 x 4.0 x 6.25,Create DZ1226,1.0000000000000,2.000000000,Create DZ1226,2,2022-07-06 13:56:15.0,4.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-075-00625-0400""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49429,
22-0216-1:058,10,Entered,DZ1226,PLATE 0.5 x 4.0 x 6.25,Create DZ1226,1.0000000000000,2.000000000,Create DZ1226,2,2022-07-06 13:56:15.0,4.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-075-00625-0400""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49489,
22-0216-1:035,10,Entered,DZ1225,PLATE 0.25 x 2.5 x 2.5,Create DZ1225,1.0000000000000,2.000000000,Create DZ1225,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-025-00250-0250""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49419,
22-0216-1:054,10,Entered,DZ1225,PLATE 0.25 x 2.5 x 2.5,Create DZ1225,1.0000000000000,2.000000000,Create DZ1225,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-025-00250-0250""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49479,
22-0216-1:032,10,Entered,DZ1224,PLATE 0.38 x 10.0 x 12.0,Create DZ1224,1.0000000000000,1.000000000,Create DZ1224,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-038-01200-1000""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49411,
22-0216-1:051,10,Entered,DZ1224,PLATE 0.38 x 10.0 x 12.0,Create DZ1224,1.0000000000000,1.000000000,Create DZ1224,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-038-01200-1000""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49471,
22-0216-1:031,10,Entered,DZ1223,PLATE 0.38 x 3.0 x 11.5,Create DZ1223,1.0000000000000,2.000000000,Create DZ1223,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-038-01150-0300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49408,
22-0216-1:050,10,Entered,DZ1223,PLATE 0.38 x 3.0 x 11.5,Create DZ1223,1.0000000000000,2.000000000,Create DZ1223,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-038-01150-0300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49468,
22-0215:034,10,Entered,DZ1222-R,PLATE 0.19 x 29.69 x 91.25,Create DZ1222-R,1.0000000000000,1.000000000,Create DZ1222-R,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-019-09125-2969""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49148,
22-0216-1:073,10,Entered,DZ1222-R,PLATE 0.19 x 29.69 x 91.25,Create DZ1222-R,1.0000000000000,1.000000000,Create DZ1222-R,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-019-09125-2969""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49540,
22-0216-1:095,10,Entered,DZ1222-R,PLATE 0.19 x 29.69 x 91.25,Create DZ1222-R,1.0000000000000,1.000000000,Create DZ1222-R,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-019-09125-2969""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49604,
22-0215:075,10,Entered,DZ1222-L,PLATE 0.19 x 29.69 x 91.25,Create DZ1222-L,1.0000000000000,1.000000000,Create DZ1222-L,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-019-09125-2969""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49268,
22-0215:032,10,Entered,DZ1221-R,PLATE 0.19 x 29.69 x 84.0,Create DZ1221-R,1.0000000000000,1.000000000,Create DZ1221-R,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-019-08400-2969""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49142,
22-0215:073,10,Entered,DZ1221-L,PLATE 0.19 x 29.69 x 84.0,Create DZ1221-L,1.0000000000000,1.000000000,Create DZ1221-L,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-019-08400-2969""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49262,
22-0215:053,10,Entered,DZ1220,PLATE 0.38 x 5.38 x 19.75,Create DZ1220,1.0000000000000,2.000000000,Create DZ1220,2,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-038-01975-0538""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49203,
